additional_info,Hotel_Address,City,hotel_facilities,Ratings,Attractions,Hotel_Name,property_type,state
Room Service Internet Access Restaurant Free Internet,"2-3,Durga Nursery Parisar behind Mangalam fun square mall,Durga Nursery road, Udaipur-313001",Udaipur,Business Center  Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Power Backup Audio - Visual Equipment Multi Lingual Staff Conference Facility  Board Room Food Facility Internet Access Free Newspapers In Lobby Outdoor Parking - Secured Parking Facility Internet Access Restaurant Room Service CCTV Public Restrooms,3,"Jagdish Temple,Udaipur Bus Stand,Udaipur University,Udaipur Railway Station,Nagda,Shastri Circle,Bada Mahal,Delhi Darwaza",Treebo Park Classic,Hotel,Rajasthan
Room Service Restaurant Free Internet,"39/39 Jai Munirao Circle, Agrahara Dasarahalli, Vijaynagar, Bengaluru",Bangalore,Laundry Service Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Welcome Drinks Vegetarian Food   Jain Food Available Internet Access Free Room Service (24 Hours) Parking (Surcharge) Parking Facility,2,,Treebo Cartier Biznotel,Hotel,Karnataka
Room Service,"Pachmari Road, Piparia",Hoshangabad,Doctor on Call Lobby Front Desk Local Tour   Travel Desk 24 Hour Front Desk Welcome Drinks Power Backup Family Room Room Service (24 Hours),0,Railway Station Road,"Tourist Motel,Pipariya",Motel,Madhya Pradesh
Room Service Internet Access Restaurant Free Internet,"923, 1st main 1st block, koramangala, Nr.WIPRO SIGNAL",Bangalore,Bar   Lounge  Concierge Currency Exchange Doctor on Call Dry Cleaning Gift Shop  Internet Access - Surcharge Laundry Service Available Library Lobby Non Smoking Rooms Parking Facilities Available Pets Allowed Front Desk Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk Valet service Major Credit Cards Accepted 24 Hour Front Desk Power Backup Express Check-In   Check-Out Multi Lingual Staff Wake-up Call   Service Suitable For Children Grocery Smoking Rooms ATM   Banking Cell Phone Rental Smoking Area  Veranda  Bike on Rent Extra Person   Child - Share the same room Car Rental Express Laundry Taxi Services Food Facility  Drivers Rest Room Internet Access Free Newspapers In Lobby Children's Park Postal   Parcel Services Family Room Room Service (24 Hours) Parking (Surcharge) Party hall STD   ISD Baggage Room Courier Service Internet   Fax (Reception area only) RO Water Purification System Outdoor Parking - Secured Outdoor Parking - Non Secured Parking Facility Internet Access Room Service Fire Safety Recreation Zone,1,"Apollo Hospitals,Koramangala Indoor Stadium,Ayyappa Temple,Christ University,Sagar Hospitals,Citizen Service Centre,Koramangala,Agara Post Office,Bangalore Water Supply &amp; Sewerage Board,B B M P Office,Silk Board,Regional Commercial Tax Office,Sri Jayadeva Institute of Cardiovascular Sciences and Research,Indian Institute of Astrophysics,Celebrity Housing,Coupon Mall,Madiwala Bus Stop,Bangalore Water Supply & Sewerage Board",Umerkot Comforts,Hotel,Karnataka
Swimming Pool Room Service Free Internet,"Saldanha Palms Complex, Behind Shantadurga Temple, Opp Prazeres, Sequira Vaddo, Candolim",Goa,Swimming Pool Front Desk Internet Access Free Parking Facility Room Service,2,"North Goa,Candolim Bus Stop,Chichekade Bus Stop,Shanta Durga Temple,Candolim Area",V Palms Resort,Resort,Goa
Room Service Internet Access Gym Spa Free Internet,"H.NO - 1090, Sector 43 , Gurgaon",Gurgaon,Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Parking Facilities Available Front Desk Power Backup Gardens Internet Access Free Outdoor Parking - Secured Parking Facility Room Service,0,"Leisure Valley Park,Kingdom of Dreams,Guru Dronacharya Metro Station,DLF Star Mall,Iffco Chowk,Centrum Plaza,Sahara Mall,Gallaria Market,Max Hospital,Fortis Memorial Research Institute,Paras Hospitals,Fluid Gym,HSBC Bank,MG Road metro Station,Cyber Park,Huda City Center Metro Station,Vipul Agora Mall,Signature Tower,Sikandarpur Metro Station,Alchemist Hospital,Oysters Beach Water Park,Old Gurgaon,Amity International School,Artemis Hospital",Tripo Golf Course Road,Guest House,Haryana
Restaurant,Lower Mall,Kasauli,Doctor on Call Parking Facilities Available Multi Cuisine Restaurant  24 Hour Front Desk Power Backup,0,Mall Road,The Ros Common Hotel,Hotel,Himachal Pradesh
Room Service Internet Access Restaurant Free Internet,"C 89, Shekhawat Marg, Amba Bari, Opp: Bhawani Niketan Girls College,",Jaipur,Bar   Lounge  Barbecue Area Business Center  Currency Exchange Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Secretarial Services Local Tour   Travel Desk 24 Hour Front Desk Medical Assistance Available Power Backup Gardens Dance Performances (on demand) Open Air Restaurant   Dining  In House Events  Express Laundry Rooftop Garden Food Facility Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility,3,"Amer Fort,Hawa Mahal,City Palace,Jantar Mantar,Albert Hall Museum,Sikar Road,Sindhi Camp Bus Station,Raj Mandir Cinema,Jaipur Railway Station,Triton Mall,Imperial Hospital &amp; Research Centre,Imperial Hospital & Research Centre",Utsav Niwas,Hotel,Rajasthan
,"Kaimara ,Chikmagalur",Chikmagalur,Games Zone Parking Facilities Available Gardens Veranda Campfire   Bon Fire Food Facility,0,Kaimara,Tinton Homestay,Homestay,Karnataka
Room Service Internet Access Free Internet,"7A/10, Channa Market, West Extension Area, Karol Bagh, New Delhi, Delhi 110005",Delhi,Laundry Service Available Lift   Elevator Front Desk Power Backup Internet Access Free Room Service (24 Hours) Internet Access,3,"Ramakrishna Ashram Marg,Gurudwara Nanaksar Sahib,Gangaram Hospital,Gaffar Market,Delhi Heart and Lung Institute,Karol Bagh Area,BLK Super Speciality Hospital,Karol Bagh Metro Station,Sarai Rohilla Station,Lakshmi Narayan Birla Mandir,West Delhi",Treebo Olive Inn,Hotel,Delhi
Free Internet,"The Retreat, Jones Estate, Bhimtal 263136 District Nainital",Nainital,Barbecue Area Library Non Smoking Rooms Parking Facilities Available Gardens Suitable For Children Access Via Exterior Corridors Kitchen available (home cook food on request) Fire Place Available  Picnic Area Boating Nature Walk Veranda Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Village Visit ( Chargeable ) Campfire   Bon Fire Food Facility Internet Access Free Newspapers In Lobby Outdoor Parking - Non Secured,0,"Mallital,Subhash Dhara,Bhimtal Lake,Lake Bhimtal,Pine Rivera,Mall Road,Butterfly Museum,Seven Lakes",The Retreat (A Family Run Heritage Homestay),Lodge,Uttarakhand
Room Service Swimming Pool Restaurant Free Internet,"10-1-18/3,Beside Golconda Hotel, Masab Tank , Hyderabad, Telangana",Hyderabad,Swimming Pool Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Power Backup Internet Access Free Newspapers In Lobby Room Service,3,"Hyderabad Deccan Railway Station,NTR Garden,GVK ONE,Hyderabad Central,Birla Mandir,Jalavihar Park,Big Cinema,Hussain Sagar,Masab Tank,Secretariat,Ravindra Bharti,Lumbini Park,MPM Mall,Snow World,Nampally Railway Station,Paradise ,L V Prasad Eye Institute",Treebo Angel Park,Hotel,Andhra Pradesh
Room Service Internet Access Free Internet,"1/13A, Haralur Road, Off Sarjapur Road, Bangalore",Bangalore,Internet Access - Surcharge Laundry Service Available Lift   Elevator Front Desk Locker Facility Power Backup Internet Access Free Newspapers In Lobby Parking Facility Room Service Public Restrooms,3,,Treebo Orchard Greens,Hotel,Karnataka
Restaurant,"SITAPUR, NEIL ISLAND",Neil Island,Doctor on Call Lobby Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk 24 Hour Front Desk Power Backup,0,"Natural Bridge,Bharatpur Beach,Laxamanpur Beach,Sitapur Beach",TSG AURA,Resort,Andaman and Nicobar Islands
Room Service Internet Access Gym Spa Swimming Pool Restaurant Free Internet,"New Vedanta Road, Sarbahal",Jharsuguda,Swimming Pool Banquet Facilities Bar   Lounge  Billiards Business Center  Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility 24 Hour Front Desk Welcome Drinks Power Backup Gardens Conference Facility  Transfers Available Badminttion Court Internet Access Free Newspapers In Lobby Room Service (24 Hours) Outdoor Parking - Secured Parking Facility,4,Sarbahal,Utkal Continental,Hotel,Orissa
,"Main Boat JettyCochin 682011,Ernakulam, Kerala",Ernakulam,Doctor on Call Parking Facilities Available Local Tour   Travel Desk Medical Assistance Available,0,"Fort,Jewish Synagogue,Ernakulam",The Valiyaparamba Retreat,Homestay,Kerala
Free Internet,"Tropicano Beach Resort, 835/B, Camotim Vaddo, Lane Opp Candolim Panchayat, Beach Road, Candolim",Goa,Airport Transfer Available   Surcharge Doctor on Call Laundry Service Available Parking Facilities Available Gardens Wake-up Call   Service  Bike on Rent Internet Access Free,0,"Candolim Beach,Calangute beach ,Anjuna Beach,Candolim Bus Stop,Sinquerim Beach,Calangute Beach,Candolim Area,Fort Aguada,North Goa,Calangute Bus Stand",Tropicano Beach Resort,Resort,Goa
Room Service Internet Access Restaurant,"The Terrace ,Parwanoo Himachal Pradesh",Parwanoo,Airport Transfer Available   Surcharge Bar   Lounge  Basketball Court  Billiards Business Center  Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Front Desk Multi Cuisine Restaurant  Locker Facility Table Tennis Tennis Court Major Credit Cards Accepted Power Backup Gardens Wedding Services Facility Wake-up Call   Service Coffee Shop   Cafe Pool Table Taxi Services Badminttion Court STD   ISD RO Water Purification System,3,"Sector 2,Shri Balaji Temple,Cactus Garden,Gurkha Fort,Mughal Gardens",The Terrace,Resort,Himachal Pradesh
Room Service Restaurant,Khalghat,Dhar,Doctor on Call Lobby Front Desk Local Tour   Travel Desk 24 Hour Front Desk Power Backup Room Service (24 Hours) Restaurant Suites,0,Other,Tourist Motel,Motel,Madhya Pradesh
Room Service Internet Access Free Internet,"Near Amdo Golai, Opp State Veterinary Deorali, NH31 A",Gangtok,Doctor on Call Laundry Service Available Lobby Non Smoking Rooms Parking Facilities Available Front Desk Power Backup Smoking Area  Open Air Restaurant   Dining  Transfers Available Veg   Non Veg Kitchens Separate  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Taxi Services Rooftop Garden Internet Access Free Newspapers In Lobby Room Service (24 Hours) Baggage Room Internet   Fax (Reception area only) Adjoining Rooms Outdoor Parking - Secured Parking Facility,2,"Military Hospital,National Highway - 31-A,Paljor Stadium,Helipad,ICFAI University,New College Building, SMIMS,Fambong La Wildlife Sanctuary,Do-Drul Chorten or Stupa,Bakthang Waterfalls,Manipal Central Referral Hospital,Devlopment Area,Hanuman Tok,Directorate of Handloom and Handicrafts (DHH),Sikkim Govt. College,Barad Sadan Academic Block, Sikkim University,Nehru Botanical Garden,Sikkim Government Law College,Raj Bhawan,Thakurbari Temple and Dharamshala,Denzong Cinema,Banjhakri Falls",The Royal Residency,Hotel,Sikkim
Room Service Internet Access Restaurant Free Internet,"E-58 , Girdhar Marg, Malviya Nagar",Jaipur,Business Center  Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Power Backup Internet Access Free Internet Access Room Service,3,"Durgapur Railway Station,Jaipur International Airport,J L N Marg,Bhandari Hospital &amp; Research Centre, Jaipur,Gandhinagar Railway Station,Fortis Escorts Hospital,Bhagwan Mahaveer Cancer Hospital &amp; Research Centre,Apex Hospital,World Trade Park,Bhandari Hospital & Research Centre, Jaipur,Bhagwan Mahaveer Cancer Hospital & Research Centre",Treebo Signature Inn,Hotel,Rajasthan
Room Service Internet Access Restaurant Free Internet,"No 107, Swami Vivekananda Road, Halasuru,  Bangalore 560008, India",Bangalore,Airport Transfer Available   Surcharge Banquet Facilities Bar   Lounge  Business Center  Concierge Doctor on Call Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Doorman Medical Assistance Available Air-Conditioning - Central Welcome Drinks Power Backup Audio - Visual Equipment Catering Wake-up Call   Service Separate Sitting Area Conference Facility  Electronic   Magnetic Keys Transfers Available Extra Person   Child - Share the same room Water Dispenser Available Taxi Services Board Room Food Facility Internet Access Free Newspapers In Lobby Room Service (24 Hours) Party hall RO Water Purification System Parking Facility Internet Access Fire Safety CCTV,3,,The Splendour Park,Hotel,Karnataka
Room Service Restaurant Free Internet,"NO-208 A, velacherry Main Road, camp Road Junction,selaiyur,",Chennai,Doctor on Call Dry Cleaning Lift   Elevator Lobby Multi Cuisine Restaurant  Major Credit Cards Accepted 24 Hour Front Desk Medical Assistance Available Power Backup Car Rental Internet Access Free Room Service (24 Hours) Restaurant,2,"Vengaivasal Main Bus Terminus,Tambaram Sanatorium Railway Station,Vijayanagaram Bus Stand,Guindy,Chromepet Railway Station,Chennai International Airport,Tambaram Mofussil Bus Stand,Tambaram Railway Station,ALS Nagar Bus Stop",The Retreat,Hotel,Tamil Nadu
Room Service Internet Access Free Internet,2nd floor municipal library shopping complex  Alleppey kerala,Alleppey,Doctor on Call Dry Cleaning Front Desk Locker Facility 24 Hour Front Desk Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility Internet Access Room Service Fire Safety CCTV First-Aid Kit at Front Desk Full Time Operation for All 7 Days Public Restrooms,0,"Champakulam Church,Alleppey Railway Station,Others,Alleppey Beach","Tours To Kerala ,Deluxe Houseboat 1 Bed Room",Houseboat,Kerala
Room Service Internet Access Gym Spa Swimming Pool Restaurant,"UK's Resort  Ashtvinayak Mahad Phata,  Old Mumbai - Pune Highway  Khopoli, Dist. Raigad - 410203",Khopoli,"Swimming Pool Banquet Facilities Bar   Lounge  Doctor on Call Dry Cleaning Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Table Tennis Major Credit Cards Accepted Luggage Storage Medical Assistance Available Power Backup Gardens Wedding Services Facility Multi Lingual Staff Wake-up Call   Service Fitness Equipment Suitable For Children Separate Sitting Area Access Via Exterior Corridors Picnic Area Pick Up and Drop (Rly Station, Bus Stand, Temple) Veranda Veg   Non Veg Kitchens Separate  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Express Laundry Kids Play Zone Campfire   Bon Fire Food Facility  Drivers Rest Room Yoga Hall   Classes Children's Park RO Water Purification System Outdoor Parking - Secured Parking Facility Restaurant Room Service CCTV First-Aid Kit at Front Desk Full Time Operation for All 7 Days Public Restrooms",3,Gorthan Road,UK's Resort,Hotel,Maharashtra
Room Service Free Internet,"#444, 6th West Main Amarjyoti Layout, Domlur, Bangalore",Bangalore,Doctor on Call Laundry Service Available Parking Facilities Available Front Desk Power Backup Internet Access Free Newspapers In Lobby Outdoor Parking - Secured Parking Facility Room Service,0,"Garuda Mall,Koramangala Indoor Stadium,Ulsoor Lake,Bangalore Football Stadium,Koramangala,Manipal Hospitals,Indian Institute of Astrophysics",TRIPLE 4 HOSPITALITY,Service Apartment,Karnataka
Room Service Free Internet,FLAT NO.305 ANAND NILIYAM APARTMENT ANNA DORAI CHOUDARY STREET AMEERPET,Hyderabad,Airport Transfer Available   Surcharge Banquet Facilities Currency Exchange Doctor on Call Dry Cleaning Laundry Service Available Lift   Elevator Parking Facilities Available Locker Facility Local Tour   Travel Desk 24 Hour Front Desk Luggage Storage Doorman Medical Assistance Available Power Backup Computer Rental Wedding Services Facility Wake-up Call   Service Suitable For Children Separate Sitting Area Grocery Smoking Rooms ATM   Banking Kitchen available (home cook food on request) Limousine Service Available Floor Butler Cell Phone Rental Smoking Area  In House Events  Extra Person   Child - Share the same room Village Visit ( Chargeable ) Car Rental Oxygen Cylinder (on request) Self Check - In Taxi Services City Shuttle Service Food Facility Internet Access Free Newspapers In Lobby Room Service (24 Hours)  Cook Services Air   Rail Booking Baggage Room Courier Service Guide   Sightseeing Service Adjoining Rooms Outdoor Parking - Secured Parking Facility Room Service,0,Ameerpet,TREATS TOURISM INDIA PVT LTD,Service Apartment,Andhra Pradesh
